fecha,semana,finca,zona,responsable_equipo,litros_leche,kilos_maiz,calidad_dato,observacion
2026-05-28,4,El Progreso,Oriente,Documentador,52.37,193.46,ok,sin novedad
2026-05-29,5,Los Naranjos,Oriente,Vocero,29.37,102.67,ok,sin novedad
2026-05-30,5,San Miguel,Oriente,Coordinador,62.02,103.53,ok,sin novedad
2026-05-31,5,La Rivera,Norte,Tester,31.83,157.78,ok,sin novedad
2026-06-01,5,Monteverde,Norte,Coordinador,42.07,186.65,ok,sin novedad
2026-06-02,5,El Guadual,Norte,Programador,70.7,187.23,ok,sin novedad
2026-06-03,5,Buena Vista,Sur,Documentador,57.28,175.27,ok,sin novedad
2026-06-04,5,La Esperanza,Sur,Disenador visual,67.78,121.9,ok,sin novedad
2026-06-05,6,El Progreso,Sur,Programador,51.33,230.25,ok,sin novedad
2026-06-06,6,Los Naranjos,Centro,Vocero,35.87,224.75,ok,sin novedad
2026-06-07,6,San Miguel,Centro,Documentador,56.74,243.15,ok,sin novedad
2026-06-08,6,La Rivera,Centro,Programador,34.94,150.54,ok,sin novedad
2026-06-09,6,Monteverde,Oriente,Documentador,67.32,219.48,ok,sin novedad
2026-06-10,6,El Guadual,Oriente,Coordinador,36.72,165.97,ok,sin novedad
2026-06-11,6,Buena Vista,Oriente,Programador,59.88,120.78,ok,sin novedad
2026-05-01,1,La Esperanza,Norte,Vocero,35.16,124.7,ok,sin novedad
2026-05-02,1,El Progreso,Norte,Tester,25.38,85.97,ok,sin novedad
2026-05-03,1,Los Naranjos,Norte,Programador,46.68,220.9,ok,sin novedad
2026-05-04,1,San Miguel,Sur,Tester,27.87,165.53,ok,sin novedad
2026-05-05,1,La Rivera,Sur,Coordinador,38.06,71.76,ok,sin novedad
2026-05-06,1,Monteverde,Sur,Disenador visual,44.79,144.48,ok,sin novedad
2026-05-07,1,El Guadual,Centro,Programador,42.23,169.64,revisar,posible duplicado
2026-05-08,2,Buena Vista,Centro,Documentador,69.27,167.29,ok,sin novedad
2026-05-09,2,La Esperanza,Centro,Documentador,25.83,166.87,dato_incompleto,dato reportado tarde
2026-05-10,2,El Progreso,Oriente,Documentador,43.84,193.44,ok,sin novedad
2026-05-11,2,Los Naranjos,Oriente,Tester,31.46,117.77,ok,sin novedad
2026-05-12,2,San Miguel,Oriente,Vocero,55.21,159.11,ok,sin novedad
2026-05-13,2,La Rivera,Norte,Tester,71.94,166.57,ok,sin novedad
2026-05-14,2,Monteverde,Norte,Disenador visual,76.07,141.72,ok,sin novedad
2026-05-15,3,El Guadual,Norte,Programador,67.25,181.84,ok,sin novedad
2026-05-16,3,Buena Vista,Sur,Vocero,47.9,107.86,ok,sin novedad
2026-05-17,3,La Esperanza,Sur,Coordinador,28.92,185.07,ok,sin novedad
2026-05-18,3,El Progreso,Sur,Documentador,57.33,84.77,ok,sin novedad
2026-05-19,3,Los Naranjos,Centro,Disenador visual,46.51,150.53,ok,sin novedad
2026-05-20,3,San Miguel,Centro,Vocero,31.9,236.09,ok,sin novedad
2026-05-21,3,La Rivera,Centro,Documentador,28.53,77.1,ok,sin novedad
2026-05-22,4,Monteverde,Oriente,Coordinador,76.64,210.97,revisar,posible duplicado
2026-05-23,4,El Guadual,Oriente,Tester,59.78,140.12,revisar,verificar registro manual
2026-05-24,4,Buena Vista,Oriente,Programador,73.56,104.61,ok,sin novedad
2026-05-25,4,La Esperanza,Norte,Tester,54.85,118.35,ok,sin novedad
2026-05-26,4,El Progreso,Norte,Programador,60.9,72.05,ok,sin novedad
2026-05-27,4,Los Naranjos,Norte,Disenador visual,23.8,140.2,ok,sin novedad
2026-05-28,4,San Miguel,Sur,Disenador visual,28.05,228.76,ok,sin novedad
2026-05-29,5,La Rivera,Sur,Programador,70.04,98.0,ok,sin novedad
2026-05-30,5,Monteverde,Sur,Documentador,64.35,195.62,ok,sin novedad
2026-05-31,5,El Guadual,Centro,Disenador visual,68.35,241.71,ok,sin novedad
2026-06-01,5,Buena Vista,Centro,Vocero,54.72,201.78,ok,sin novedad
2026-06-02,5,La Esperanza,Centro,Programador,20.76,240.11,ok,sin novedad
2026-06-03,5,El Progreso,Oriente,Documentador,65.39,90.66,ok,sin novedad
2026-06-04,5,Los Naranjos,Oriente,Disenador visual,48.23,160.86,ok,sin novedad
2026-06-05,6,San Miguel,Oriente,Disenador visual,56.92,230.96,ok,sin novedad
2026-06-06,6,La Rivera,Norte,Programador,40.29,79.06,ok,sin novedad
2026-06-07,6,Monteverde,Norte,Disenador visual,64.58,86.06,ok,sin novedad
2026-06-08,6,El Guadual,Norte,Disenador visual,37.85,77.72,ok,sin novedad
2026-06-09,6,Buena Vista,Sur,Tester,48.79,219.27,ok,sin novedad
2026-06-10,6,La Esperanza,Sur,Disenador visual,63.11,144.6,ok,sin novedad
2026-06-11,6,El Progreso,Sur,Tester,63.12,99.64,ok,sin novedad
2026-05-01,1,Los Naranjos,Centro,Programador,41.45,149.42,ok,sin novedad
2026-05-02,1,San Miguel,Centro,Coordinador,67.21,144.32,ok,sin novedad
2026-05-03,1,La Rivera,Centro,Disenador visual,68.06,240.15,ok,sin novedad
2026-05-04,1,Monteverde,Oriente,Documentador,41.04,237.44,ok,sin novedad
2026-05-05,1,El Guadual,Oriente,Coordinador,62.7,232.62,ok,sin novedad
2026-05-06,1,Buena Vista,Oriente,Documentador,52.01,254.48,ok,sin novedad
2026-05-07,1,La Esperanza,Norte,Programador,47.86,142.36,ok,sin novedad
2026-05-08,2,El Progreso,Norte,Vocero,69.03,134.16,ok,sin novedad
2026-05-09,2,Los Naranjos,Norte,Programador,28.37,239.83,ok,sin novedad
2026-05-10,2,San Miguel,Sur,Vocero,42.4,168.51,ok,sin novedad
2026-05-11,2,La Rivera,Sur,Disenador visual,44.79,151.88,dato_incompleto,dato reportado tarde
2026-05-12,2,Monteverde,Sur,Disenador visual,36.58,171.99,ok,sin novedad
2026-05-13,2,El Guadual,Centro,Disenador visual,57.74,178.77,ok,sin novedad
2026-05-14,2,Buena Vista,Centro,Coordinador,61.85,235.81,ok,sin novedad
2026-05-15,3,La Esperanza,Centro,Programador,35.55,184.57,ok,sin novedad
2026-05-16,3,El Progreso,Oriente,Coordinador,42.1,187.77,ok,sin novedad
2026-05-17,3,Los Naranjos,Oriente,Disenador visual,45.76,209.79,ok,sin novedad
2026-05-18,3,San Miguel,Oriente,Vocero,55.75,121.66,ok,sin novedad
2026-05-19,3,La Rivera,Norte,Coordinador,73.14,96.98,revisar,verificar registro manual
2026-05-20,3,Monteverde,Norte,Disenador visual,56.91,197.34,ok,sin novedad
2026-05-21,3,El Guadual,Norte,Programador,48.45,64.52,ok,sin novedad
2026-05-22,4,Buena Vista,Sur,Tester,58.51,177.11,ok,sin novedad
2026-05-23,4,La Esperanza,Sur,Programador,42.1,100.13,ok,sin novedad
2026-05-24,4,El Progreso,Sur,Documentador,60.03,191.5,ok,sin novedad
2026-05-25,4,Los Naranjos,Centro,Vocero,55.73,178.2,revisar,verificar registro manual
2026-05-26,4,San Miguel,Centro,Tester,73.9,91.58,revisar,verificar registro manual
2026-05-27,4,La Rivera,Centro,Tester,50.15,132.07,ok,sin novedad
2026-05-28,4,Monteverde,Oriente,Documentador,62.17,188.36,ok,sin novedad
2026-05-29,5,El Guadual,Oriente,Tester,33.27,180.88,ok,sin novedad
2026-05-30,5,Buena Vista,Oriente,Documentador,37.7,178.13,ok,sin novedad
2026-05-31,5,La Esperanza,Norte,Disenador visual,29.13,73.34,ok,sin novedad
2026-06-01,5,El Progreso,Norte,Documentador,21.0,95.98,ok,sin novedad
2026-06-02,5,Los Naranjos,Norte,Coordinador,47.57,210.23,ok,sin novedad
2026-06-03,5,San Miguel,Sur,Coordinador,43.91,244.14,ok,sin novedad
2026-06-04,5,La Rivera,Sur,Vocero,26.58,74.96,ok,sin novedad
2026-06-05,6,Monteverde,Sur,Coordinador,71.79,102.92,revisar,produccion atipica
2026-06-06,6,El Guadual,Centro,Coordinador,32.35,155.82,ok,sin novedad
2026-06-07,6,Buena Vista,Centro,Tester,37.75,209.35,ok,sin novedad
2026-06-08,6,La Esperanza,Centro,Programador,36.49,156.57,ok,sin novedad
2026-06-09,6,El Progreso,Oriente,Coordinador,56.24,163.72,ok,sin novedad
2026-06-10,6,Los Naranjos,Oriente,Coordinador,35.6,109.77,dato_incompleto,falta firma
2026-06-11,6,San Miguel,Oriente,Coordinador,38.48,97.76,dato_incompleto,dato reportado tarde
2026-05-01,1,La Rivera,Norte,Tester,59.83,215.55,ok,sin novedad
2026-05-02,1,Monteverde,Norte,Vocero,70.96,140.84,ok,sin novedad
2026-05-03,1,El Guadual,Norte,Programador,68.16,97.08,ok,sin novedad
2026-05-04,1,Buena Vista,Sur,Tester,53.84,167.67,ok,sin novedad
2026-05-05,1,La Esperanza,Sur,Programador,51.05,88.78,ok,sin novedad
2026-05-06,1,El Progreso,Sur,Documentador,52.32,143.3,revisar,produccion atipica
2026-05-07,1,Los Naranjos,Centro,Tester,60.5,180.83,ok,sin novedad
2026-05-08,2,San Miguel,Centro,Tester,49.3,246.84,ok,sin novedad
2026-05-09,2,La Rivera,Centro,Vocero,71.54,197.75,ok,sin novedad
2026-05-10,2,Monteverde,Oriente,Disenador visual,43.6,180.4,ok,sin novedad
2026-05-11,2,El Guadual,Oriente,Coordinador,32.82,202.18,ok,sin novedad
2026-05-12,2,Buena Vista,Oriente,Coordinador,80.38,265.06,ok,sin novedad
2026-05-13,2,La Esperanza,Norte,Documentador,42.0,234.7,ok,sin novedad
2026-05-14,2,El Progreso,Norte,Programador,53.85,60.44,ok,sin novedad
2026-05-15,3,Los Naranjos,Norte,Tester,36.98,150.28,ok,sin novedad
2026-05-16,3,San Miguel,Sur,Tester,29.43,143.22,ok,sin novedad
2026-05-17,3,La Rivera,Sur,Programador,47.75,131.58,ok,sin novedad
2026-05-18,3,Monteverde,Sur,Documentador,35.49,233.14,ok,sin novedad
2026-05-19,3,El Guadual,Centro,Disenador visual,47.95,91.97,ok,sin novedad
2026-05-20,3,Buena Vista,Centro,Disenador visual,37.41,91.24,ok,sin novedad
2026-05-21,3,La Esperanza,Centro,Coordinador,52.31,148.82,ok,sin novedad
2026-05-22,4,El Progreso,Oriente,Coordinador,43.55,198.66,ok,sin novedad
2026-05-23,4,Los Naranjos,Oriente,Coordinador,39.27,217.91,dato_incompleto,falta firma
2026-05-24,4,San Miguel,Oriente,Disenador visual,44.78,227.4,ok,sin novedad
2026-05-25,4,La Rivera,Norte,Coordinador,52.87,179.39,ok,sin novedad
2026-05-26,4,Monteverde,Norte,Disenador visual,62.96,104.81,ok,sin novedad
2026-05-27,4,El Guadual,Norte,Vocero,53.91,77.45,revisar,posible duplicado
2026-05-28,4,Buena Vista,Sur,Coordinador,79.12,176.74,ok,sin novedad
2026-05-29,5,La Esperanza,Sur,Documentador,36.24,222.27,ok,sin novedad
2026-05-30,5,El Progreso,Sur,Vocero,63.66,247.07,ok,sin novedad
2026-05-31,5,Los Naranjos,Centro,Vocero,52.2,85.42,revisar,verificar registro manual
2026-06-01,5,San Miguel,Centro,Disenador visual,59.21,137.44,ok,sin novedad
2026-06-02,5,La Rivera,Centro,Programador,69.5,108.57,ok,sin novedad
2026-06-03,5,Monteverde,Oriente,Tester,38.28,240.18,ok,sin novedad
2026-06-04,5,El Guadual,Oriente,Disenador visual,46.12,213.61,ok,sin novedad
2026-06-05,6,Buena Vista,Oriente,Documentador,50.14,86.61,ok,sin novedad
2026-06-06,6,La Esperanza,Norte,Documentador,57.06,180.57,ok,sin novedad
2026-06-07,6,El Progreso,Norte,Programador,23.25,130.06,ok,sin novedad
2026-06-08,6,Los Naranjos,Norte,Tester,42.76,127.78,ok,sin novedad
2026-06-09,6,San Miguel,Sur,Programador,35.16,230.7,ok,sin novedad
2026-06-10,6,La Rivera,Sur,Documentador,65.94,179.79,ok,sin novedad
2026-06-11,6,Monteverde,Sur,Documentador,55.64,176.08,ok,sin novedad
2026-05-01,1,El Guadual,Centro,Tester,48.21,201.25,ok,sin novedad
2026-05-02,1,Buena Vista,Centro,Tester,44.1,196.32,ok,sin novedad
2026-05-03,1,La Esperanza,Centro,Vocero,22.08,201.38,ok,sin novedad
2026-05-04,1,El Progreso,Oriente,Vocero,35.48,263.5,ok,sin novedad
2026-05-05,1,Los Naranjos,Oriente,Tester,60.36,106.2,dato_incompleto,dato reportado tarde
2026-05-06,1,San Miguel,Oriente,Disenador visual,74.2,244.41,ok,sin novedad
2026-05-07,1,La Rivera,Norte,Coordinador,56.13,192.44,ok,sin novedad
2026-05-08,2,Monteverde,Norte,Coordinador,52.87,180.97,ok,sin novedad
2026-05-09,2,El Guadual,Norte,Vocero,75.49,188.5,ok,sin novedad
2026-05-10,2,Buena Vista,Sur,Documentador,39.69,212.18,ok,sin novedad
2026-05-11,2,La Esperanza,Sur,Disenador visual,18.37,213.14,ok,sin novedad
2026-05-12,2,El Progreso,Sur,Disenador visual,44.34,248.47,ok,sin novedad
2026-05-13,2,Los Naranjos,Centro,Coordinador,30.47,247.46,ok,sin novedad
2026-05-14,2,San Miguel,Centro,Disenador visual,54.39,126.88,ok,sin novedad
2026-05-15,3,La Rivera,Centro,Documentador,30.75,128.73,ok,sin novedad
2026-05-16,3,Monteverde,Oriente,Documentador,59.12,104.8,ok,sin novedad
2026-05-17,3,El Guadual,Oriente,Programador,58.01,127.23,ok,sin novedad
2026-05-18,3,Buena Vista,Oriente,Programador,70.28,171.44,dato_incompleto,falta firma
2026-05-19,3,La Esperanza,Norte,Programador,23.93,166.95,ok,sin novedad
2026-05-20,3,El Progreso,Norte,Vocero,47.03,128.05,ok,sin novedad
2026-05-21,3,Los Naranjos,Norte,Tester,28.96,87.86,ok,sin novedad
2026-05-22,4,San Miguel,Sur,Documentador,60.4,245.63,ok,sin novedad
2026-05-23,4,La Rivera,Sur,Programador,44.89,88.68,ok,sin novedad
2026-05-24,4,Monteverde,Sur,Coordinador,69.64,122.24,ok,sin novedad
2026-05-25,4,El Guadual,Centro,Vocero,69.76,118.45,ok,sin novedad
2026-05-26,4,Buena Vista,Centro,Vocero,38.77,191.07,ok,sin novedad
2026-05-27,4,La Esperanza,Centro,Programador,49.42,176.57,ok,sin novedad
2026-05-28,4,El Progreso,Oriente,Tester,49.82,147.44,ok,sin novedad
2026-05-29,5,Los Naranjos,Oriente,Disenador visual,28.08,110.92,revisar,verificar registro manual
2026-05-30,5,San Miguel,Oriente,Tester,36.41,196.36,ok,sin novedad
2026-05-31,5,La Rivera,Norte,Coordinador,53.66,150.85,revisar,produccion atipica
2026-06-01,5,Monteverde,Norte,Programador,34.32,85.98,ok,sin novedad
2026-06-02,5,El Guadual,Norte,Disenador visual,43.59,108.07,ok,sin novedad
2026-06-03,5,Buena Vista,Sur,Coordinador,33.89,189.38,ok,sin novedad
2026-06-04,5,La Esperanza,Sur,Coordinador,35.16,177.14,revisar,produccion atipica
2026-06-05,6,El Progreso,Sur,Documentador,22.33,189.26,ok,sin novedad
2026-06-06,6,Los Naranjos,Centro,Vocero,68.31,101.56,ok,sin novedad
2026-06-07,6,San Miguel,Centro,Disenador visual,46.29,106.73,ok,sin novedad
2026-06-08,6,La Rivera,Centro,Programador,47.27,233.98,ok,sin novedad
2026-06-09,6,Monteverde,Oriente,Programador,44.3,168.24,ok,sin novedad
2026-06-10,6,El Guadual,Oriente,Coordinador,70.16,145.79,ok,sin novedad
2026-06-11,6,Buena Vista,Oriente,Vocero,77.78,124.71,ok,sin novedad
2026-05-01,1,La Esperanza,Norte,Programador,55.8,205.32,ok,sin novedad
2026-05-02,1,El Progreso,Norte,Documentador,33.77,101.16,ok,sin novedad
2026-05-03,1,Los Naranjos,Norte,Tester,37.21,78.59,ok,sin novedad
2026-05-04,1,San Miguel,Sur,Vocero,61.72,111.86,ok,sin novedad
2026-05-05,1,La Rivera,Sur,Documentador,76.02,234.57,ok,sin novedad
2026-05-06,1,Monteverde,Sur,Programador,75.12,222.57,ok,sin novedad
2026-05-07,1,El Guadual,Centro,Disenador visual,44.83,187.89,ok,sin novedad
2026-05-08,2,Buena Vista,Centro,Tester,53.72,244.22,ok,sin novedad
2026-05-09,2,La Esperanza,Centro,Tester,20.62,123.64,ok,sin novedad
2026-05-10,2,El Progreso,Oriente,Programador,49.46,123.41,ok,sin novedad
2026-05-11,2,Los Naranjos,Oriente,Tester,32.02,178.48,revisar,posible duplicado
2026-05-12,2,San Miguel,Oriente,Tester,69.04,168.14,ok,sin novedad
2026-05-13,2,La Rivera,Norte,Coordinador,52.14,196.9,ok,sin novedad
2026-05-14,2,Monteverde,Norte,Documentador,38.28,165.51,ok,sin novedad
2026-05-15,3,El Guadual,Norte,Coordinador,46.31,114.53,ok,sin novedad
2026-05-16,3,Buena Vista,Sur,Programador,38.85,129.88,ok,sin novedad
2026-05-17,3,La Esperanza,Sur,Disenador visual,37.47,144.34,ok,sin novedad
2026-05-18,3,El Progreso,Sur,Tester,31.12,190.2,ok,sin novedad
2026-05-19,3,Los Naranjos,Centro,Programador,54.63,119.82,ok,sin novedad
2026-05-20,3,San Miguel,Centro,Coordinador,56.78,114.32,ok,sin novedad
2026-05-21,3,La Rivera,Centro,Vocero,58.32,239.22,ok,sin novedad
2026-05-22,4,Monteverde,Oriente,Vocero,48.9,243.44,ok,sin novedad
2026-05-23,4,El Guadual,Oriente,Programador,51.79,236.61,ok,sin novedad
2026-05-24,4,Buena Vista,Oriente,Tester,54.67,152.99,ok,sin novedad
2026-05-25,4,La Esperanza,Norte,Vocero,22.01,211.33,ok,sin novedad
2026-05-26,4,El Progreso,Norte,Vocero,53.95,65.43,ok,sin novedad
2026-05-27,4,Los Naranjos,Norte,Documentador,48.83,139.77,ok,sin novedad
2026-05-28,4,San Miguel,Sur,Programador,68.16,236.85,revisar,produccion atipica
2026-05-29,5,La Rivera,Sur,Disenador visual,57.48,176.95,ok,sin novedad
2026-05-30,5,Monteverde,Sur,Tester,75.29,232.68,ok,sin novedad
2026-05-31,5,El Guadual,Centro,Tester,32.29,163.36,ok,sin novedad
2026-06-01,5,Buena Vista,Centro,Programador,70.81,229.99,ok,sin novedad
2026-06-02,5,La Esperanza,Centro,Documentador,64.06,204.69,ok,sin novedad
2026-06-03,5,El Progreso,Oriente,Tester,69.99,155.48,ok,sin novedad
2026-06-04,5,Los Naranjos,Oriente,Documentador,63.78,153.96,revisar,produccion atipica
2026-06-05,6,San Miguel,Oriente,Vocero,35.23,114.21,ok,sin novedad
2026-06-06,6,La Rivera,Norte,Documentador,56.31,239.6,ok,sin novedad
2026-06-07,6,Monteverde,Norte,Programador,48.39,145.88,dato_incompleto,pendiente confirmar turno
2026-06-08,6,El Guadual,Norte,Disenador visual,76.34,218.67,ok,sin novedad
2026-06-09,6,Buena Vista,Sur,Tester,33.77,172.06,ok,sin novedad
2026-06-10,6,La Esperanza,Sur,Documentador,60.2,207.07,ok,sin novedad
2026-06-11,6,El Progreso,Sur,Programador,27.1,197.09,ok,sin novedad
2026-05-01,1,Los Naranjos,Centro,Documentador,52.77,107.06,ok,sin novedad
2026-05-02,1,San Miguel,Centro,Vocero,45.27,256.13,ok,sin novedad
2026-05-03,1,La Rivera,Centro,Programador,48.63,193.5,ok,sin novedad
2026-05-04,1,Monteverde,Oriente,Documentador,28.95,153.7,ok,sin novedad
2026-05-05,1,El Guadual,Oriente,Disenador visual,64.13,99.15,ok,sin novedad
2026-05-06,1,Buena Vista,Oriente,Programador,67.52,177.37,ok,sin novedad
2026-05-07,1,La Esperanza,Norte,Documentador,54.74,127.34,ok,sin novedad
2026-05-08,2,El Progreso,Norte,Tester,62.87,83.18,ok,sin novedad
2026-05-09,2,Los Naranjos,Norte,Disenador visual,59.51,98.59,ok,sin novedad
2026-05-10,2,San Miguel,Sur,Vocero,28.34,141.0,ok,sin novedad
2026-05-11,2,La Rivera,Sur,Programador,34.47,164.93,ok,sin novedad
2026-05-12,2,Monteverde,Sur,Vocero,43.54,196.82,dato_incompleto,dato reportado tarde
2026-05-13,2,El Guadual,Centro,Documentador,43.28,172.79,ok,sin novedad
2026-05-14,2,Buena Vista,Centro,Tester,77.98,108.7,ok,sin novedad
2026-05-15,3,La Esperanza,Centro,Documentador,62.54,180.64,ok,sin novedad
2026-05-16,3,El Progreso,Oriente,Tester,52.34,180.88,ok,sin novedad
2026-05-17,3,Los Naranjos,Oriente,Disenador visual,37.23,207.29,revisar,verificar registro manual
2026-05-18,3,San Miguel,Oriente,Programador,47.17,180.0,ok,sin novedad
2026-05-19,3,La Rivera,Norte,Programador,64.73,77.54,ok,sin novedad
2026-05-20,3,Monteverde,Norte,Coordinador,47.23,139.93,ok,sin novedad
2026-05-21,3,El Guadual,Norte,Disenador visual,62.4,216.85,ok,sin novedad
2026-05-22,4,Buena Vista,Sur,Coordinador,36.32,171.46,ok,sin novedad
2026-05-23,4,La Esperanza,Sur,Documentador,38.29,213.5,ok,sin novedad
2026-05-24,4,El Progreso,Sur,Vocero,58.14,188.07,ok,sin novedad
2026-05-25,4,Los Naranjos,Centro,Documentador,54.82,185.63,ok,sin novedad
2026-05-26,4,San Miguel,Centro,Programador,37.3,196.1,ok,sin novedad
2026-05-27,4,La Rivera,Centro,Vocero,35.47,164.81,ok,sin novedad
2026-05-28,4,Monteverde,Oriente,Programador,68.15,182.36,ok,sin novedad
2026-05-29,5,El Guadual,Oriente,Vocero,67.32,222.6,dato_incompleto,dato reportado tarde
2026-05-30,5,Buena Vista,Oriente,Disenador visual,45.17,95.99,ok,sin novedad
2026-05-31,5,La Esperanza,Norte,Programador,38.36,160.66,revisar,posible duplicado
2026-06-01,5,El Progreso,Norte,Vocero,69.52,186.05,ok,sin novedad
2026-06-02,5,Los Naranjos,Norte,Coordinador,54.68,69.74,ok,sin novedad
2026-06-03,5,San Miguel,Sur,Disenador visual,72.68,186.15,ok,sin novedad
2026-06-04,5,La Rivera,Sur,Coordinador,73.27,96.95,ok,sin novedad
2026-06-05,6,Monteverde,Sur,Vocero,69.77,77.57,ok,sin novedad
2026-06-06,6,El Guadual,Centro,Programador,61.86,237.74,ok,sin novedad
2026-06-07,6,Buena Vista,Centro,Vocero,62.86,195.03,ok,sin novedad
2026-06-08,6,La Esperanza,Centro,Coordinador,37.15,111.95,ok,sin novedad
2026-06-09,6,El Progreso,Oriente,Coordinador,58.86,139.7,ok,sin novedad
2026-06-10,6,Los Naranjos,Oriente,Coordinador,35.42,210.38,ok,sin novedad
2026-06-11,6,San Miguel,Oriente,Coordinador,37.5,112.98,ok,sin novedad
2026-05-01,1,La Rivera,Norte,Disenador visual,36.26,157.22,dato_incompleto,falta firma
2026-05-02,1,Monteverde,Norte,Documentador,58.65,115.56,revisar,posible duplicado
2026-05-03,1,El Guadual,Norte,Documentador,64.29,166.05,ok,sin novedad
2026-05-04,1,Buena Vista,Sur,Documentador,61.58,221.53,ok,sin novedad
2026-05-05,1,La Esperanza,Sur,Programador,53.09,231.74,ok,sin novedad
2026-05-06,1,El Progreso,Sur,Tester,61.83,207.26,ok,sin novedad
2026-05-07,1,Los Naranjos,Centro,Disenador visual,28.51,163.06,revisar,produccion atipica
2026-05-08,2,San Miguel,Centro,Programador,38.91,104.08,ok,sin novedad
2026-05-09,2,La Rivera,Centro,Disenador visual,29.55,114.15,revisar,posible duplicado
2026-05-10,2,Monteverde,Oriente,Disenador visual,51.95,111.15,ok,sin novedad
2026-05-11,2,El Guadual,Oriente,Programador,55.09,226.08,ok,sin novedad
2026-05-12,2,Buena Vista,Oriente,Documentador,69.0,252.31,dato_incompleto,pendiente confirmar turno
2026-05-13,2,La Esperanza,Norte,Documentador,50.22,121.17,ok,sin novedad
2026-05-14,2,El Progreso,Norte,Disenador visual,37.76,237.53,ok,sin novedad
2026-05-15,3,Los Naranjos,Norte,Coordinador,52.91,94.52,ok,sin novedad
2026-05-16,3,San Miguel,Sur,Disenador visual,34.25,214.09,ok,sin novedad
2026-05-17,3,La Rivera,Sur,Vocero,60.66,105.49,revisar,produccion atipica
2026-05-18,3,Monteverde,Sur,Coordinador,62.87,102.69,dato_incompleto,pendiente confirmar turno
2026-05-19,3,El Guadual,Centro,Programador,74.55,175.82,ok,sin novedad
2026-05-20,3,Buena Vista,Centro,Disenador visual,49.74,194.38,ok,sin novedad
2026-05-21,3,La Esperanza,Centro,Coordinador,67.19,120.76,ok,sin novedad
2026-05-22,4,El Progreso,Oriente,Vocero,43.62,151.7,ok,sin novedad
2026-05-23,4,Los Naranjos,Oriente,Coordinador,45.63,116.36,ok,sin novedad
2026-05-24,4,San Miguel,Oriente,Documentador,25.9,257.26,ok,sin novedad
2026-05-25,4,La Rivera,Norte,Programador,39.39,137.15,ok,sin novedad
2026-05-26,4,Monteverde,Norte,Disenador visual,43.85,111.22,ok,sin novedad
2026-05-27,4,El Guadual,Norte,Vocero,32.14,149.49,ok,sin novedad
2026-05-28,4,Buena Vista,Sur,Coordinador,44.4,170.78,ok,sin novedad
2026-05-29,5,La Esperanza,Sur,Programador,24.63,194.46,ok,sin novedad
2026-05-30,5,El Progreso,Sur,Disenador visual,47.94,139.13,ok,sin novedad
2026-05-31,5,Los Naranjos,Centro,Vocero,36.85,213.41,revisar,produccion atipica
2026-06-01,5,San Miguel,Centro,Coordinador,48.51,250.02,ok,sin novedad
2026-06-02,5,La Rivera,Centro,Documentador,69.26,92.46,ok,sin novedad
2026-06-03,5,Monteverde,Oriente,Documentador,75.53,110.73,revisar,produccion atipica
2026-06-04,5,El Guadual,Oriente,Programador,57.1,111.31,ok,sin novedad
2026-06-05,6,Buena Vista,Oriente,Tester,81.69,94.71,ok,sin novedad
2026-06-06,6,La Esperanza,Norte,Vocero,23.57,160.39,ok,sin novedad
2026-06-07,6,El Progreso,Norte,Documentador,68.61,84.2,ok,sin novedad
2026-06-08,6,Los Naranjos,Norte,Programador,28.95,223.11,ok,sin novedad
2026-06-09,6,San Miguel,Sur,Tester,66.22,105.0,ok,sin novedad
2026-06-10,6,La Rivera,Sur,Documentador,34.56,75.99,revisar,produccion atipica
2026-06-11,6,Monteverde,Sur,Programador,51.56,76.37,revisar,posible duplicado
2026-05-01,1,El Guadual,Centro,Coordinador,42.95,96.23,ok,sin novedad
2026-05-02,1,Buena Vista,Centro,Vocero,34.32,158.2,ok,sin novedad
2026-05-03,1,La Esperanza,Centro,Documentador,39.18,196.61,ok,sin novedad
2026-05-04,1,El Progreso,Oriente,Tester,61.73,163.28,ok,sin novedad
2026-05-05,1,Los Naranjos,Oriente,Programador,47.75,167.23,ok,sin novedad
2026-05-06,1,San Miguel,Oriente,Coordinador,27.57,151.06,dato_incompleto,dato reportado tarde
2026-05-07,1,La Rivera,Norte,Documentador,49.44,184.97,ok,sin novedad
2026-05-08,2,Monteverde,Norte,Documentador,75.92,180.75,ok,sin novedad
2026-05-09,2,El Guadual,Norte,Programador,34.29,212.73,ok,sin novedad
2026-05-10,2,Buena Vista,Sur,Vocero,38.73,130.76,ok,sin novedad
2026-05-11,2,La Esperanza,Sur,Coordinador,27.0,166.68,dato_incompleto,falta firma
2026-05-12,2,El Progreso,Sur,Coordinador,38.15,91.58,ok,sin novedad
2026-05-13,2,Los Naranjos,Centro,Disenador visual,55.11,202.44,ok,sin novedad
2026-05-14,2,San Miguel,Centro,Tester,63.44,143.44,ok,sin novedad
2026-05-15,3,La Rivera,Centro,Coordinador,53.69,214.81,ok,sin novedad
2026-05-16,3,Monteverde,Oriente,Vocero,78.12,256.58,ok,sin novedad
2026-05-17,3,El Guadual,Oriente,Coordinador,78.0,226.62,ok,sin novedad
2026-05-18,3,Buena Vista,Oriente,Tester,41.44,91.29,ok,sin novedad
2026-05-19,3,La Esperanza,Norte,Programador,54.14,170.17,ok,sin novedad
2026-05-20,3,El Progreso,Norte,Vocero,61.58,79.61,ok,sin novedad
